order_id,order_date,customer_id,customer_age,customer_gender,region,acquisition_channel,product_category,unit_price_vnd,quantity,discount_pct,gross_revenue_vnd,net_revenue_vnd,unit_cost_vnd,profit_vnd,payment_method,device,delivery_days,customer_satisfaction,is_returned
403,2024-03-19,2601,20.0,Nữ,TP.HCM,Referral,Điện tử,177000,4,0.093,708000,642099,126745,135119,Thẻ tín dụng,Mobile,2.0,4.0,0
404,2024-03-19,587,,Nam,TP.HCM,Google Ads,Thời trang,136000,4,0.066,544000,507983,75091,207619,Ví điện tử,Mobile,2.0,4.0,0
405,2024-03-19,2633,20.0,Nam,Hà Nội,Organic,Sách,121000,3,0.119,363000,319677,77207,88056,Thẻ tín dụng,Desktop,2.0,4.0,0
406,2024-03-20,2610,23.0,Nam,TP.HCM,Google Ads,Thời trang,95000,8,0.072,760000,704920,50776,298712,Thẻ tín dụng,Mobile,2.0,5.0,0
407,2024-03-20,54,44.0,Nam,TP.HCM,Facebook Ads,Sách,111000,2,0.089,222000,202229,72680,56869,Thẻ tín dụng,Desktop,1.0,4.0,0
408,2024-03-20,2949,34.0,Nữ,TP.HCM,Facebook Ads,Gia dụng,167000,3,0.079,501000,461294,108424,136022,Ví điện tử,Desktop,8.0,4.0,0
409,2024-03-21,1686,20.0,Nam,Đà Nẵng,Google Ads,Thời trang,192000,3,0.102,576000,517385,106789,197018,COD,Mobile,1.0,5.0,0
410,2024-03-21,3232,39.0,Nữ,Hà Nội,Organic,Điện tử,252000,4,0.061,1008000,946598,161894,299022,COD,Desktop,4.0,4.0,0
411,2024-03-21,3167,28.0,Nữ,TP.HCM,Facebook Ads,Mỹ phẩm,142000,4,0.084,568000,520020,70729,237104,Thẻ tín dụng,Mobile,1.0,4.0,0
412,2024-03-21,2906,38.0,Nữ,TP.HCM,Google Ads,Thời trang,139000,7,0.143,973000,833591,82135,258646,COD,Desktop,3.0,3.0,0
413,2024-03-21,3253,35.0,Nữ,TP.HCM,Referral,Thời trang,203000,4,0.067,812000,757481,108105,325061,Ví điện tử,Mobile,1.0,4.0,0
414,2024-03-21,1663,30.0,Nam,Hải Phòng,Organic,Thời trang,115000,6,0.028,690000,670445,62003,298427,Ví điện tử,Mobile,2.0,5.0,0
415,2024-03-21,72,29.0,Nam,TP.HCM,Organic,Gia dụng,268000,5,0.051,1340000,1271919,160998,466929,Thẻ tín dụng,Mobile,0.0,5.0,0
416,2024-03-22,1187,26.0,Nữ,Hà Nội,Facebook Ads,Điện tử,240000,5,0.045,1200000,1146151,169836,296971,COD,Mobile,3.0,3.0,0
417,2024-03-22,2172,20.0,Nữ,Đà Nẵng,Referral,Thực phẩm,112000,4,0.046,448000,427338,74312,130090,Ví điện tử,Mobile,3.0,4.0,0
418,2024-03-22,2358,19.0,Nữ,Hà Nội,Organic,Gia dụng,384000,2,0.163,768000,642832,220152,202528,COD,Mobile,5.0,4.0,0
419,2024-03-22,2959,22.0,Nam,TP.HCM,Referral,Gia dụng,247000,4,0.102,988000,887280,137402,337672,COD,Mobile,,5.0,0
420,2024-03-22,2184,47.0,Nam,Hà Nội,Organic,Điện tử,579000,7,0.062,4053000,3801859,426967,813090,COD,Tablet,2.0,5.0,0
421,2024-03-22,478,22.0,Nữ,TP.HCM,Organic,Điện tử,328000,4,0.148,1312000,1118115,249904,118499,Thẻ tín dụng,Mobile,8.0,3.0,0
422,2024-03-22,3222,30.0,Nữ,Hà Nội,Google Ads,Mỹ phẩm,286000,3,0.151,858000,728252,118387,373091,Chuyển khoản,Desktop,2.0,5.0,0
423,2024-03-22,1453,32.0,Nữ,Cần Thơ,Facebook Ads,Gia dụng,248000,3,0.175,744000,614145,141712,189009,COD,Desktop,6.0,4.0,0
424,2024-03-22,1646,25.0,Nữ,TP.HCM,Referral,Thời trang,209000,7,0.049,1463000,1392037,107713,638046,Ví điện tử,Mobile,0.0,5.0,0
425,2024-03-23,708,42.0,Nữ,Hà Nội,Organic,Mỹ phẩm,176000,6,0.082,1056000,968893,78959,495139,Chuyển khoản,Desktop,1.0,5.0,0
426,2024-03-23,2850,36.0,Nam,Hà Nội,Email,Thời trang,185000,3,0.11,555000,494208,98934,197406,COD,Mobile,1.0,4.0,1
427,2024-03-23,2426,48.0,Nam,Hà Nội,Email,Mỹ phẩm,182000,5,0.1,910000,819076,78522,426466,COD,Desktop,4.0,5.0,0
428,2024-03-23,1313,18.0,Nữ,TP.HCM,Facebook Ads,Thời trang,148000,5,0.016,740000,728055,81568,320215,COD,Mobile,1.0,5.0,0
429,2024-03-23,2306,34.0,Nam,Cần Thơ,Organic,Gia dụng,349000,2,0.038,698000,671682,204379,262924,Ví điện tử,Mobile,2.0,5.0,0
430,2024-03-23,2766,42.0,Nữ,TP.HCM,Facebook Ads,Gia dụng,347000,2,0.055,694000,655869,222504,210861,Ví điện tử,Desktop,5.0,4.0,0
431,2024-03-23,901,41.0,Nữ,Hải Phòng,Facebook Ads,Điện tử,274000,4,0.176,1096000,902842,183365,169382,COD,Mobile,0.0,5.0,0
432,2024-03-23,1983,32.0,Nam,TP.HCM,Referral,Thời trang,167000,4,0.099,668000,601939,88901,246335,Thẻ tín dụng,Mobile,6.0,4.0,0
433,2024-03-23,3229,22.0,Nữ,TP.HCM,Facebook Ads,Sách,80000,4,0.076,320000,295676,49418,98004,Thẻ tín dụng,Mobile,4.0,5.0,0
434,2024-03-24,1525,24.0,Nữ,TP.HCM,Facebook Ads,Điện tử,336000,4,0.219,1344000,1049624,261111,5180,Thẻ tín dụng,Mobile,4.0,3.0,0
435,2024-03-24,1916,18.0,Nam,Hà Nội,Google Ads,Mỹ phẩm,255000,4,0.092,1020000,925959,117714,455103,Thẻ tín dụng,Mobile,3.0,3.0,1
436,2024-03-24,310,45.0,Nam,TP.HCM,Facebook Ads,Thời trang,85000,3,0.274,255000,185218,43035,56113,COD,Desktop,1.0,5.0,0
437,2024-03-24,1882,21.0,Nam,TP.HCM,Organic,Thời trang,153000,4,0.148,612000,521540,80923,197848,COD,Mobile,0.0,4.0,0
438,2024-03-24,2627,24.0,Nữ,Hà Nội,Google Ads,Thời trang,111000,3,0.105,333000,298082,60401,116879,COD,Mobile,3.0,5.0,0
439,2024-03-24,2669,24.0,Nam,TP.HCM,Organic,Thời trang,126000,2,0.018,252000,247427,68768,109891,Ví điện tử,Mobile,4.0,4.0,1
440,2024-03-24,2079,18.0,Nữ,Hải Phòng,Google Ads,Sách,94000,4,0.29,376000,266864,61694,20088,Thẻ tín dụng,Tablet,2.0,4.0,0
441,2024-03-24,2086,27.0,Nam,Hà Nội,Google Ads,Thời trang,166000,4,0.103,664000,595886,88828,240574,Ví điện tử,Mobile,,,1
442,2024-03-24,2200,38.0,Nữ,TP.HCM,Google Ads,Gia dụng,187000,3,0.134,561000,485899,110103,155590,COD,Mobile,1.0,4.0,0
443,2024-03-25,1270,35.0,Nữ,TP.HCM,Organic,Điện tử,219000,3,0.043,657000,628530,155937,160719,Chuyển khoản,Mobile,4.0,,0
444,2024-03-25,789,44.0,Nữ,Hà Nội,Facebook Ads,Gia dụng,392000,3,0.104,1176000,1053760,251668,298756,COD,Mobile,5.0,5.0,0
445,2024-03-25,1395,,Nam,Đà Nẵng,Email,Thời trang,179000,2,0.094,358000,324525,98689,127147,COD,Mobile,5.0,4.0,0
446,2024-03-25,593,33.0,Nam,Hà Nội,Referral,Sách,86000,4,0.297,344000,241767,61911,-5877,COD,Mobile,4.0,3.0,0
447,2024-03-25,2186,43.0,Nữ,Đà Nẵng,Google Ads,Thực phẩm,112000,2,0.044,224000,214201,77041,60119,Ví điện tử,Mobile,2.0,4.0,0
448,2024-03-26,2647,31.0,Nữ,Hà Nội,Facebook Ads,Sách,71000,3,0.195,213000,171469,47568,28765,Ví điện tử,Mobile,4.0,3.0,0
449,2024-03-26,789,44.0,Nữ,TP.HCM,Organic,Điện tử,388000,1,0.249,388000,291436,310829,-19393,Ví điện tử,Desktop,2.0,4.0,0
450,2024-03-26,2771,40.0,Nữ,TP.HCM,Organic,Thời trang,216000,3,0.102,648000,581722,121763,216433,Thẻ tín dụng,Mobile,3.0,4.0,0
451,2024-03-26,702,18.0,Nữ,TP.HCM,Facebook Ads,Gia dụng,186000,3,0.066,558000,521428,118313,166489,Chuyển khoản,Mobile,3.0,4.0,0
452,2024-03-27,2366,21.0,Nam,Đà Nẵng,Organic,Thời trang,212000,3,0.032,636000,615662,108947,288821,COD,Mobile,5.0,,0
453,2024-03-27,825,50.0,Nữ,Cần Thơ,Facebook Ads,Sách,84000,2,0.105,168000,150331,52553,45225,Thẻ tín dụng,Mobile,0.0,5.0,0
454,2024-03-27,3046,18.0,Nữ,Cần Thơ,Organic,Mỹ phẩm,211000,3,0.194,633000,510142,98561,214459,COD,Mobile,1.0,,0
455,2024-03-27,2965,31.0,Nữ,Đà Nẵng,Referral,Thực phẩm,109000,1,0.058,109000,102698,72246,30452,COD,Mobile,7.0,4.0,1
456,2024-03-27,1924,37.0,Nữ,Đà Nẵng,Organic,Gia dụng,238000,2,0.112,476000,422719,149592,123535,COD,Mobile,2.0,4.0,0
457,2024-03-27,906,28.0,Nam,Hà Nội,Facebook Ads,Thực phẩm,129000,5,0.12,645000,567719,98449,75474,Thẻ tín dụng,Desktop,8.0,3.0,0
458,2024-03-28,676,30.0,Nữ,TP.HCM,Google Ads,Thực phẩm,121000,3,0.074,363000,336267,89337,68256,Thẻ tín dụng,Desktop,4.0,,1
459,2024-03-28,738,34.0,Nam,Hà Nội,Organic,Sách,77000,4,0.08,308000,283485,46850,96085,Ví điện tử,Desktop,1.0,5.0,0
460,2024-03-28,1353,28.0,Nữ,Cần Thơ,Email,Mỹ phẩm,182000,2,0.135,364000,314988,80637,153714,Chuyển khoản,Desktop,2.0,4.0,0
461,2024-03-28,2182,41.0,Nam,TP.HCM,Google Ads,Sách,68000,7,0.045,476000,454403,42749,155160,COD,Desktop,1.0,5.0,0
462,2024-03-29,2081,20.0,Nam,Hà Nội,Organic,Thời trang,127000,4,0.069,508000,473091,74052,176883,Thẻ tín dụng,Mobile,1.0,5.0,0
463,2024-03-29,510,31.0,Nữ,Hà Nội,Google Ads,Thời trang,124000,5,0.099,620000,558832,68704,215312,Thẻ tín dụng,Desktop,5.0,4.0,0
464,2024-03-29,449,34.0,Nam,TP.HCM,Facebook Ads,Gia dụng,209000,5,0.088,1045000,952664,133781,283759,COD,Mobile,2.0,5.0,0
465,2024-03-29,1347,31.0,Nữ,Hà Nội,Google Ads,Điện tử,328000,2,0.067,656000,611736,233820,144096,COD,Mobile,7.0,,0
466,2024-03-30,2618,42.0,Nữ,Cần Thơ,Organic,Điện tử,393000,5,0.073,1965000,1820702,272857,456417,Thẻ tín dụng,Mobile,2.0,4.0,0
467,2024-03-30,2331,36.0,Nữ,Cần Thơ,Organic,Sách,93000,2,0.114,186000,164768,61289,42190,COD,Desktop,3.0,5.0,0
468,2024-03-30,2594,20.0,Nam,Hà Nội,Google Ads,Gia dụng,183000,4,0.097,732000,661126,109099,224730,Thẻ tín dụng,Mobile,6.0,4.0,0
469,2024-03-30,2457,21.0,Nam,Hà Nội,Google Ads,Thực phẩm,119000,4,0.096,476000,430389,75427,128681,COD,Desktop,1.0,4.0,0
470,2024-03-31,3248,18.0,Nam,TP.HCM,Referral,Thời trang,220000,8,0.068,1760000,1640237,115468,716493,Chuyển khoản,Mobile,4.0,4.0,0
471,2024-03-31,1483,42.0,Nữ,TP.HCM,Organic,Điện tử,370000,3,0.081,1110000,1020620,241303,296711,COD,Desktop,1.0,5.0,0
472,2024-03-31,1153,23.0,Nữ,TP.HCM,Organic,Gia dụng,273000,2,0.123,546000,478704,167913,142878,Ví điện tử,Mobile,3.0,4.0,0
473,2024-03-31,1636,25.0,Nữ,TP.HCM,Referral,Gia dụng,104000,5,0.143,520000,445484,58727,151849,Thẻ tín dụng,Mobile,2.0,4.0,0
474,2024-03-31,86,34.0,Nam,Hải Phòng,Google Ads,Thời trang,200000,7,0.067,1400000,1306508,113843,509607,COD,Tablet,1.0,4.0,0
475,2024-03-31,483,36.0,Nữ,Hà Nội,Google Ads,Gia dụng,262000,3,0.078,786000,724631,165628,227747,Ví điện tử,Mobile,2.0,4.0,0
476,2024-04-01,40,18.0,Nữ,TP.HCM,Email,Gia dụng,234000,5,0.155,1170000,988286,129931,338631,Chuyển khoản,Mobile,1.0,4.0,0
477,2024-04-01,2924,36.0,Nữ,Hà Nội,Google Ads,Thời trang,139000,6,0.09,834000,758784,68503,347766,Thẻ tín dụng,Mobile,1.0,5.0,0
478,2024-04-01,968,50.0,Nam,Hà Nội,Google Ads,Mỹ phẩm,110000,4,0.073,440000,407856,55399,186260,COD,Desktop,1.0,5.0,0
479,2024-04-01,1132,24.0,Nữ,Cần Thơ,Organic,Điện tử,490000,2,0.172,980000,811024,332916,145192,Thẻ tín dụng,Tablet,7.0,4.0,0
480,2024-04-01,2710,33.0,Nữ,Hà Nội,Google Ads,Thời trang,182000,1,0.094,182000,164918,101038,63880,Ví điện tử,Desktop,4.0,4.0,0
481,2024-04-01,262,24.0,Nữ,TP.HCM,Organic,Thời trang,95000,2,0.108,190000,169418,50999,67420,Ví điện tử,Mobile,2.0,4.0,0
482,2024-04-02,2435,35.0,Nữ,Hải Phòng,Google Ads,Thực phẩm,140000,5,0.028,700000,680212,91867,220877,Ví điện tử,Desktop,4.0,5.0,0
483,2024-04-02,2287,34.0,Nữ,TP.HCM,Referral,Điện tử,271000,3,0.016,813000,800097,197972,206181,COD,Desktop,2.0,4.0,0
484,2024-04-02,1417,47.0,Nữ,Đà Nẵng,Facebook Ads,Mỹ phẩm,248000,2,0.009,496000,491675,120072,251531,Ví điện tử,Desktop,2.0,5.0,0
485,2024-04-03,2112,25.0,Nam,Hà Nội,Google Ads,Thực phẩm,126000,3,0.006,378000,375807,87337,113796,Thẻ tín dụng,Mobile,3.0,4.0,0
486,2024-04-03,484,29.0,Nữ,Hà Nội,Google Ads,Thời trang,186000,3,0.047,558000,531980,107300,210080,COD,Mobile,2.0,,0
487,2024-04-03,1927,36.0,Nữ,Hà Nội,Google Ads,Thời trang,160000,5,0.156,800000,675443,92179,214548,Ví điện tử,Mobile,5.0,4.0,0
488,2024-04-03,451,38.0,Nữ,Đà Nẵng,Email,Thời trang,120000,2,0.059,240000,225882,63829,98224,Ví điện tử,Desktop,5.0,4.0,0
489,2024-04-04,1289,33.0,Nam,TP.HCM,Facebook Ads,Điện tử,344000,3,0.162,1032000,864486,245065,129291,Chuyển khoản,Desktop,1.0,4.0,0
490,2024-04-04,937,43.0,Nữ,Hà Nội,Organic,Điện tử,205000,7,0.105,1435000,1284671,136858,326665,Chuyển khoản,Mobile,4.0,3.0,0
491,2024-04-05,1666,40.0,Nữ,Hà Nội,Referral,Mỹ phẩm,342000,5,0.049,1710000,1625530,149368,878690,Ví điện tử,Mobile,3.0,4.0,0
492,2024-04-05,30,39.0,Nam,Đà Nẵng,Google Ads,Điện tử,252000,2,0.102,504000,452552,200107,52338,Ví điện tử,Mobile,2.0,5.0,0
493,2024-04-05,504,22.0,Nam,TP.HCM,Email,Gia dụng,237000,6,0.09,1422000,1293992,148858,400844,COD,Mobile,2.0,4.0,0
494,2024-04-05,260,20.0,Nữ,Hà Nội,Organic,Thời trang,146000,4,0.149,584000,497004,80370,175524,Ví điện tử,Desktop,1.0,5.0,0
495,2024-04-05,2114,38.0,Nam,Cần Thơ,Organic,Mỹ phẩm,151000,2,0.13,302000,262887,71065,120757,Chuyển khoản,Tablet,2.0,4.0,0
496,2024-04-05,3161,37.0,Nữ,Hà Nội,Referral,Mỹ phẩm,156000,8,0.06,1248000,1172817,73018,588673,Ví điện tử,Mobile,4.0,4.0,0
497,2024-04-05,2594,,Nam,Hải Phòng,Organic,Mỹ phẩm,163000,4,0.042,652000,624631,73551,330427,COD,Desktop,7.0,4.0,0
498,2024-04-05,2903,49.0,Nam,TP.HCM,Google Ads,Thời trang,138000,2,0.152,276000,233977,75781,82415,Thẻ tín dụng,Mobile,,4.0,0
499,2024-04-05,3150,39.0,Nữ,TP.HCM,Facebook Ads,Thời trang,124000,1,0.074,124000,114864,70691,44173,Chuyển khoản,Mobile,3.0,4.0,0
500,2024-04-05,1889,31.0,Nam,Cần Thơ,Facebook Ads,Thời trang,144000,6,0.044,864000,826007,72225,392657,Chuyển khoản,Mobile,1.0,5.0,0
501,2024-04-06,1443,41.0,Nữ,Đà Nẵng,Organic,Gia dụng,133000,4,0.189,532000,431403,81958,103571,COD,Desktop,1.0,4.0,0
502,2024-04-06,2218,24.0,Nữ,Hà Nội,Google Ads,Mỹ phẩm,213000,6,0.039,1278000,1228726,100684,624622,COD,Mobile,2.0,4.0,0
503,2024-04-06,2457,21.0,Nam,Hà Nội,Referral,Thời trang,200000,3,0.041,600000,575199,116593,225420,COD,Desktop,,4.0,0
504,2024-04-06,867,40.0,Nam,Đà Nẵng,Referral,Mỹ phẩm,127000,4,0.108,508000,453200,63895,197620,COD,Mobile,5.0,4.0,0
505,2024-04-06,159,42.0,Nam,TP.HCM,Facebook Ads,Thời trang,145000,5,0.095,725000,655868,82911,241313,Thẻ tín dụng,Mobile,2.0,4.0,0
506,2024-04-06,2579,21.0,Nam,TP.HCM,Google Ads,Thời trang,176000,2,0.171,352000,291889,98066,95757,COD,Mobile,3.0,4.0,0
507,2024-04-07,119,18.0,Nữ,Hà Nội,Facebook Ads,Thực phẩm,142000,5,0.297,710000,498952,103192,-17008,COD,Mobile,2.0,5.0,0
508,2024-04-07,1577,31.0,Nữ,Đà Nẵng,Organic,Điện tử,197000,3,0.161,591000,495972,133226,96294,Thẻ tín dụng,Desktop,2.0,3.0,0
509,2024-04-07,1851,43.0,Nam,TP.HCM,Google Ads,Điện tử,203000,4,0.104,812000,727155,148588,132803,Chuyển khoản,Desktop,5.0,4.0,0
510,2024-04-07,1052,18.0,Nữ,TP.HCM,Facebook Ads,Điện tử,350000,4,0.035,1400000,1350391,241259,385355,Ví điện tử,Desktop,1.0,4.0,0
511,2024-04-07,2442,18.0,Nam,Cần Thơ,Google Ads,Thời trang,93000,15,0.056,1395000,1316841,50880,553641,COD,Mobile,4.0,2.0,0
512,2024-04-07,803,32.0,Nữ,Hà Nội,Facebook Ads,Thời trang,187000,2,0.112,374000,332260,99751,132758,Ví điện tử,Desktop,6.0,3.0,0
513,2024-04-07,613,38.0,Nữ,TP.HCM,Organic,Điện tử,385000,4,0.095,1540000,1393553,280943,269781,COD,Mobile,1.0,3.0,0
514,2024-04-08,1502,41.0,Nữ,TP.HCM,Google Ads,Điện tử,348000,5,0.153,1740000,1474620,277087,89185,COD,Mobile,9.0,2.0,0
515,2024-04-08,879,42.0,Nữ,Cần Thơ,Facebook Ads,Điện tử,490000,2,0.035,980000,945994,357286,231422,Ví điện tử,Tablet,2.0,4.0,0
516,2024-04-08,505,35.0,Nam,TP.HCM,Organic,Gia dụng,212000,7,0.156,1484000,1252568,117051,433211,COD,Mobile,5.0,3.0,0
517,2024-04-08,1732,35.0,Nữ,Hà Nội,Google Ads,Thực phẩm,127000,6,0.036,762000,734387,91247,186905,Thẻ tín dụng,Mobile,2.0,5.0,0
518,2024-04-08,1220,40.0,Nam,TP.HCM,Organic,Mỹ phẩm,176000,5,0.086,880000,804561,75559,426766,Thẻ tín dụng,Desktop,5.0,3.0,0
519,2024-04-08,1876,25.0,Nam,Cần Thơ,Facebook Ads,Thời trang,216000,3,0.076,648000,598925,116279,250088,COD,Desktop,3.0,3.0,1
520,2024-04-08,1742,48.0,Nữ,Hà Nội,Organic,Gia dụng,230000,5,0.119,1150000,1013455,143788,294515,Thẻ tín dụng,Mobile,3.0,4.0,0
521,2024-04-08,490,21.0,Nữ,Hà Nội,Google Ads,Thời trang,138000,5,0.13,690000,599993,73490,232543,Ví điện tử,Desktop,3.0,4.0,0
522,2024-04-09,944,31.0,Nam,TP.HCM,Organic,Điện tử,530000,2,0.048,1060000,1008919,359067,290785,Thẻ tín dụng,Desktop,3.0,4.0,1
523,2024-04-09,2761,30.0,Nữ,TP.HCM,Facebook Ads,Thời trang,149000,4,0.246,596000,449585,84215,112725,Thẻ tín dụng,Mobile,3.0,4.0,0
524,2024-04-09,2043,28.0,Nữ,TP.HCM,Email,Gia dụng,269000,4,0.041,1076000,1031803,175206,330979,Thẻ tín dụng,Mobile,2.0,4.0,1
525,2024-04-10,1266,25.0,Nam,Hà Nội,Organic,Thời trang,131000,2,0.007,262000,260088,72685,114718,Thẻ tín dụng,Mobile,,,0
526,2024-04-10,3059,25.0,Nam,Đà Nẵng,Google Ads,Thời trang,153000,8,0.155,1224000,1034376,85647,349200,Thẻ tín dụng,Mobile,1.0,4.0,0
527,2024-04-10,1279,53.0,Nam,Hà Nội,Referral,Thời trang,173000,4,0.141,692000,594403,97988,202451,Ví điện tử,Tablet,3.0,,0
528,2024-04-10,643,23.0,Nam,TP.HCM,Organic,Thời trang,180000,9,0.17,1620000,1345407,89410,540717,COD,Desktop,5.0,2.0,0
529,2024-04-10,2153,35.0,Nam,Đà Nẵng,Organic,Điện tử,232000,3,0.029,696000,675915,160080,195675,Ví điện tử,Desktop,5.0,4.0,0
530,2024-04-10,3297,29.0,Nam,TP.HCM,Organic,Mỹ phẩm,305000,1,0.029,305000,296013,134797,161216,COD,Desktop,5.0,4.0,0
531,2024-04-10,263,36.0,Nữ,Hải Phòng,Organic,Điện tử,281000,5,0.043,1405000,1344354,218252,253094,Ví điện tử,Desktop,,5.0,0
532,2024-04-10,908,31.0,Nam,Cần Thơ,Facebook Ads,Thời trang,167000,5,0.025,835000,813794,93963,343979,COD,Tablet,3.0,4.0,0
533,2024-04-10,316,37.0,Nam,Cần Thơ,Referral,Gia dụng,352000,2,0.014,704000,694383,196821,300741,Thẻ tín dụng,Mobile,2.0,4.0,0
534,2024-04-10,2427,48.0,Nữ,TP.HCM,Referral,Thời trang,124000,4,0.031,496000,480833,70317,199565,Thẻ tín dụng,Desktop,2.0,4.0,0
535,2024-04-10,2572,22.0,Nam,Hà Nội,Facebook Ads,Gia dụng,334000,2,0.087,668000,609663,209749,190165,Ví điện tử,Mobile,0.0,5.0,0
536,2024-04-11,756,41.0,Nam,Hải Phòng,Organic,Thực phẩm,148000,4,0.13,592000,514983,107744,84007,Ví điện tử,Desktop,1.0,5.0,0
537,2024-04-11,2052,45.0,Nam,Đà Nẵng,Email,Mỹ phẩm,552000,7,0.028,3864000,3754535,243349,2051092,Thẻ tín dụng,Desktop,2.0,4.0,0
538,2024-04-11,47,28.0,Nam,Cần Thơ,Google Ads,Thời trang,206000,4,0.18,824000,675972,110550,233772,Chuyển khoản,Tablet,1.0,,0
539,2024-04-12,215,57.0,Nam,Hà Nội,Facebook Ads,Thời trang,166000,4,0.075,664000,614135,94950,234335,COD,Desktop,1.0,5.0,0
540,2024-04-12,394,25.0,Nữ,Đà Nẵng,Organic,Gia dụng,243000,5,0.098,1215000,1095846,143660,377546,COD,Mobile,6.0,4.0,0
541,2024-04-12,512,35.0,Nam,TP.HCM,Organic,Sách,80000,2,0.122,160000,140479,45342,49795,Thẻ tín dụng,Mobile,2.0,4.0,0
542,2024-04-12,186,33.0,Nữ,Hà Nội,Facebook Ads,Gia dụng,265000,3,0.107,795000,710121,157843,236592,Ví điện tử,Mobile,6.0,5.0,0
543,2024-04-13,1581,25.0,Nam,TP.HCM,Facebook Ads,Thời trang,156000,3,0.199,468000,374814,90950,101964,Thẻ tín dụng,Desktop,3.0,4.0,0
544,2024-04-13,2527,18.0,Nam,Đà Nẵng,Google Ads,Mỹ phẩm,156000,2,0.047,312000,297287,79435,138417,Thẻ tín dụng,Mobile,3.0,4.0,0
545,2024-04-13,2129,41.0,Nam,Hải Phòng,Google Ads,Điện tử,374000,3,0.069,1122000,1045004,266367,245903,Ví điện tử,Mobile,3.0,4.0,0
546,2024-04-13,142,23.0,Nữ,Đà Nẵng,Organic,Mỹ phẩm,230000,2,0.161,460000,385822,103075,179672,Thẻ tín dụng,Mobile,2.0,4.0,1
547,2024-04-13,2905,25.0,Nữ,Đà Nẵng,Organic,Mỹ phẩm,279000,1,0.046,279000,266290,135060,131230,COD,Mobile,1.0,5.0,0
548,2024-04-13,2629,46.0,Nữ,TP.HCM,Organic,Mỹ phẩm,165000,4,0.116,660000,583642,69561,305398,Thẻ tín dụng,Tablet,1.0,5.0,0
549,2024-04-13,1640,41.0,Nam,Cần Thơ,Referral,Thời trang,131000,1,0.114,131000,116118,75566,40552,COD,Desktop,1.0,5.0,0
550,2024-04-13,2197,32.0,Nam,Hà Nội,Organic,Thời trang,164000,4,0.064,656000,613900,89077,257592,Thẻ tín dụng,Desktop,2.0,4.0,0
551,2024-04-14,1534,42.0,Nữ,Đà Nẵng,Google Ads,Thời trang,132000,4,0.121,528000,464195,78717,149327,Thẻ tín dụng,Tablet,1.0,5.0,0
552,2024-04-14,3020,55.0,Nữ,Hà Nội,Facebook Ads,Gia dụng,233000,3,0.04,699000,670823,138934,254021,Ví điện tử,Desktop,4.0,3.0,0
553,2024-04-14,2004,49.0,Nữ,Hà Nội,Google Ads,Sách,123000,6,0.026,738000,719168,74802,270356,Ví điện tử,Mobile,3.0,4.0,1
554,2024-04-14,1335,20.0,Nam,Hà Nội,Facebook Ads,Gia dụng,339000,2,0.152,678000,574857,205069,164719,COD,Mobile,4.0,4.0,0
555,2024-04-14,231,34.0,Nam,Hải Phòng,Google Ads,Sách,94000,3,0.061,282000,264777,59290,86907,Ví điện tử,Mobile,1.0,4.0,0
556,2024-04-14,1965,27.0,Nữ,Hà Nội,Organic,Thời trang,200000,4,0.124,800000,700748,123199,207952,COD,Tablet,0.0,4.0,0
557,2024-04-14,1315,18.0,Nữ,Hà Nội,Google Ads,Thời trang,115000,2,0.087,230000,209921,63689,82543,Chuyển khoản,Desktop,4.0,5.0,0
558,2024-04-14,404,18.0,Nữ,Hà Nội,Google Ads,Điện tử,334000,7,0.098,2338000,2109599,247999,373606,Ví điện tử,Tablet,1.0,5.0,0
559,2024-04-14,3097,24.0,Nữ,Hà Nội,Organic,Sách,98000,2,0.026,196000,190885,64624,61637,Thẻ tín dụng,Mobile,2.0,4.0,0
560,2024-04-14,1935,28.0,Nam,Hà Nội,Google Ads,Thời trang,95000,3,0.041,285000,273398,53997,111407,Thẻ tín dụng,Mobile,1.0,4.0,1
561,2024-04-14,2294,35.0,Nữ,TP.HCM,Google Ads,Thời trang,159000,5,0.093,795000,721318,79072,325958,Ví điện tử,Tablet,8.0,4.0,0
562,2024-04-15,3000,27.0,Nam,TP.HCM,Google Ads,Thời trang,188000,4,0.083,752000,689271,104492,271303,Ví điện tử,Mobile,2.0,4.0,0
563,2024-04-15,2962,34.0,Nam,Hải Phòng,Organic,Mỹ phẩm,229000,3,0.065,687000,642484,95016,357436,Ví điện tử,Mobile,7.0,3.0,1
564,2024-04-15,658,25.0,Nam,TP.HCM,Email,Điện tử,458000,2,0.185,916000,746869,324209,98451,Ví điện tử,Tablet,1.0,4.0,0
565,2024-04-15,3201,22.0,Nữ,Hà Nội,Organic,Gia dụng,328000,4,0.071,1312000,1219022,193298,445830,Chuyển khoản,Mobile,2.0,4.0,0
566,2024-04-15,2157,31.0,Nữ,Hà Nội,Organic,Sách,79000,2,0.029,158000,153475,55293,42889,Thẻ tín dụng,Desktop,3.0,4.0,0
567,2024-04-15,2370,31.0,Nam,Hải Phòng,Google Ads,Điện tử,285000,2,0.132,570000,494765,198404,97957,COD,Mobile,3.0,5.0,0
568,2024-04-15,1405,37.0,Nam,TP.HCM,Facebook Ads,Sách,78000,5,0.063,390000,365465,57181,79560,Thẻ tín dụng,Desktop,1.0,5.0,0
569,2024-04-16,1480,28.0,Nam,TP.HCM,Referral,Sách,98000,7,0.033,686000,663540,66237,199881,Ví điện tử,Desktop,1.0,5.0,0
